Candidate,Date,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Snippet_Keywords,Snippet_Stopwords,Snippet_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
trump,2016-10-08,Transcript: Donald Trump’s Taped Comments About Women,Mr. Trump was filmed talking to Billy Bush of “Access Hollywood” on the set of “Days of Our Lives” in 2005 when Mr. Trump repeatedly made vulgar remarks about women.,Transcript: Donald Trump’s Taped Comments About Women,Mr Trump was filmed talking to Billy Bush of “Access Hollywood” on the set of “Days of Our Lives” in 2005 when Mr Trump repeatedly made vulgar remarks about women,"Transcript, :, Donald, Trump, Taped, Comments, Women","’s, About","Transcript, :, Donald, Trump, ’s, Taped, Comments, About, Women","Mr, Trump, filmed, talking, Billy, Bush, “, Access, Hollywood, ”, set, “, Days, Lives, ”, 2005, Mr, Trump, repeatedly, vulgar, remarks, women","was, to, of, on, the, of, of, Our, in, when, made, about","Mr, Trump, was, filmed, talking, to, Billy, Bush, of, “, Access, Hollywood, ”, on, the, set, of, “, Days, of, Our, Lives, ”, in, 2005, when, Mr, Trump, repeatedly, made, vulgar, remarks, about, women","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
trump,2016-10-09,Trump and Clinton’s Second Debate: Analysis,Here’s how we analyzed in real time the second presidential debate between Hillary Clinton and Donald J. Trump.,Trump and Clinton’s Second Debate: Analysis,Here’s how we analyzed in real time the second presidential debate between Hillary Clinton and Donald J Trump,"Trump, Clinton, Second, Debate, :, Analysis","and, ’s","Trump, and, Clinton, ’s, Second, Debate, :, Analysis","analyzed, real, time, second, presidential, debate, Hillary, Clinton, Donald, J, Trump","Here, ’s, how, we, in, the, between, and","Here, ’s, how, we, analyzed, in, real, time, the, second, presidential, debate, between, Hillary, Clinton, and, Donald, J, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
trump,2016-10-09,How NBC Finished Second on the Trump Video Story,Top NBC officials learned early last week of the video of Donald J. Trump making vulgar remarks about women. But it was The Washington Post that broke the story.,How NBC Finished Second on the Trump Video Story,Top NBC officials learned early last week of the video of Donald J Trump making vulgar remarks about women But it was The Washington Post that broke the story,"NBC, Finished, Second, Trump, Video, Story","How, on, the","How, NBC, Finished, Second, on, the, Trump, Video, Story","NBC, officials, learned, early, week, video, Donald, J, Trump, making, vulgar, remarks, women, Washington, Post, broke, story","Top, last, of, the, of, about, But, it, was, The, that, the","Top, NBC, officials, learned, early, last, week, of, the, video, of, Donald, J, Trump, making, vulgar, remarks, about, women, But, it, was, The, Washington, Post, that, broke, the, story","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.089, 'neu': 0.854, 'pos': 0.057, 'compound': -0.25}]",neu,0.0,-0.25
trump,2016-10-09,Men Say Trump’s Remarks on Sex and Women Are Beyond the Pale,"Men of many backgrounds and parts of the country had varied opinions on how men talk, but they agreed that Mr. Trump’s version was unacceptable.",Men Say Trump’s Remarks on Sex and Women Are Beyond the Pale,"Men of many backgrounds and parts of the country had varied opinions on how men talk, but they agreed that Mr Trump’s version was unacceptable","Men, Trump, Remarks, Sex, Women, Pale","Say, ’s, on, and, Are, Beyond, the","Men, Say, Trump, ’s, Remarks, on, Sex, and, Women, Are, Beyond, the, Pale","Men, backgrounds, parts, country, varied, opinions, men, talk, ,, agreed, Mr, Trump, version, unacceptable","of, many, and, of, the, had, on, how, but, they, that, ’s, was","Men, of, many, backgrounds, and, parts, of, the, country, had, varied, opinions, on, how, men, talk, ,, but, they, agreed, that, Mr, Trump, ’s, version, was, unacceptable","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.135, 'neu': 0.776, 'pos': 0.089, 'compound': -0.3291}]",neu,0.0,-0.3291
trump,2016-10-09,Donald Trump Vows Retaliation as Republicans Abandon Him,Mr. Trump called the defectors “self-righteous hypocrites” and predicted their defeat at the ballot box.,Donald Trump Vows Retaliation as Republicans Abandon Him,Mr Trump called the defectors “self-righteous hypocrites” and predicted their defeat at the ballot box,"Donald, Trump, Vows, Retaliation, Republicans, Abandon","as, Him","Donald, Trump, Vows, Retaliation, as, Republicans, Abandon, Him","Mr, Trump, called, defectors, “, self, -, righteous, hypocrites, ”, predicted, defeat, ballot, box","the, and, their, at, the","Mr, Trump, called, the, defectors, “, self, -, righteous, hypocrites, ”, and, predicted, their, defeat, at, the, ballot, box","[{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}]",neu,"[{'neg': 0.29, 'neu': 0.71, 'pos': 0.0, 'compound': -0.6486}]",neu,-0.4404,-0.6486
trump,2016-10-09,Donald Trump’s Loyalists Aren’t Fleeing the Latest Storm,The Republican candidate’s supporters are apparently standing by him despite the release of a 2005 recording of him speaking about women in vulgar terms.,Donald Trump’s Loyalists Aren’t Fleeing the Latest Storm,The Republican candidate’s supporters are apparently standing by him despite the release of a 2005 recording of him speaking about women in vulgar terms,"Donald, Trump, Loyalists, Fleeing, Latest, Storm","’s, Are, n’t, the","Donald, Trump, ’s, Loyalists, Are, n’t, Fleeing, the, Latest, Storm","Republican, candidate, supporters, apparently, standing, despite, release, 2005, recording, speaking, women, vulgar, terms","The, ’s, are, by, him, the, of, a, of, him, about, in","The, Republican, candidate, ’s, supporters, are, apparently, standing, by, him, despite, the, release, of, a, 2005, recording, of, him, speaking, about, women, in, vulgar, terms","[{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}]",neu,"[{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4404}]",neu,0.2732,0.4404
trump,2016-10-09,"Inside Trump Tower, an Increasingly Upset and Alone Donald Trump","Shunned by many Republicans over his lewd comments about women, Mr. Trump spent most of Friday and Saturday at his headquarters as his advisers pondered his next steps.","Inside Trump Tower, an Increasingly Upset and Alone Donald Trump","Shunned by many Republicans over his lewd comments about women, Mr Trump spent most of Friday and Saturday at his headquarters as his advisers pondered his next steps","Inside, Trump, Tower, ,, Increasingly, Upset, Donald, Trump","an, and, Alone","Inside, Trump, Tower, ,, an, Increasingly, Upset, and, Alone, Donald, Trump","Shunned, Republicans, lewd, comments, women, ,, Mr, Trump, spent, Friday, Saturday, headquarters, advisers, pondered, steps","by, many, over, his, about, most, of, and, at, his, as, his, his, next","Shunned, by, many, Republicans, over, his, lewd, comments, about, women, ,, Mr, Trump, spent, most, of, Friday, and, Saturday, at, his, headquarters, as, his, advisers, pondered, his, next, steps","[{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.5574}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.5574,0.0
trump,2016-10-09,Donald Trump Highlights Breitbart Interview With Clinton Accuser,"On Twitter, the Republican candidate pointed to a new interview with Juanita Broaddrick, who claimed in 1999 that Bill Clinton had raped her.",Donald Trump Highlights Breitbart Interview With Clinton Accuser,"On Twitter, the Republican candidate pointed to a new interview with Juanita Broaddrick, who claimed in 1999 that Bill Clinton had raped her","Donald, Trump, Highlights, Breitbart, Interview, Clinton, Accuser",With,"Donald, Trump, Highlights, Breitbart, Interview, With, Clinton, Accuser","Twitter, ,, Republican, candidate, pointed, new, interview, Juanita, Broaddrick, ,, claimed, 1999, Bill, Clinton, raped","On, the, to, a, with, who, in, that, had, her","On, Twitter, ,, the, Republican, candidate, pointed, to, a, new, interview, with, Juanita, Broaddrick, ,, who, claimed, in, 1999, that, Bill, Clinton, had, raped, her","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.6808}]",neu,0.0,-0.6808
trump,2016-10-09,Utah’s Top Mormons in ‘All-Out Revolt’ Against Donald Trump,Outrage among Republicans about Mr. Trump has allowed Democrats to contemplate what was once unthinkable: taking the state for Hillary Clinton in November.,Utah’s Top Mormons in ‘All-Out Revolt’ Against Donald Trump,Outrage among Republicans about Mr Trump has allowed Democrats to contemplate what was once unthinkable: taking the state for Hillary Clinton in November,"Utah, Mormons, ‘, -, Revolt, ’, Donald, Trump","’s, Top, in, All, Out, Against","Utah, ’s, Top, Mormons, in, ‘, All, -, Out, Revolt, ’, Against, Donald, Trump","Outrage, Republicans, Mr, Trump, allowed, Democrats, contemplate, unthinkable, :, taking, state, Hillary, Clinton, November","among, about, has, to, what, was, once, the, for, in","Outrage, among, Republicans, about, Mr, Trump, has, allowed, Democrats, to, contemplate, what, was, once, unthinkable, :, taking, the, state, for, Hillary, Clinton, in, November","[{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.2023}]",neu,"[{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.5106}]",neu,0.2023,-0.5106
trump,2016-10-09,"Donald Trump the Showman, Now Caught in the Klieg Lights","Donald J. Trump deftly used the blending of news and entertainment to build a brand, and then a campaign. But all that drama has turned into a big, messy show.","Donald Trump the Showman, Now Caught in the Klieg Lights","Donald J Trump deftly used the blending of news and entertainment to build a brand, and then a campaign But all that drama has turned into a big, messy show","Donald, Trump, Showman, ,, Caught, Klieg, Lights","the, Now, in, the","Donald, Trump, the, Showman, ,, Now, Caught, in, the, Klieg, Lights","Donald, J, Trump, deftly, blending, news, entertainment, build, brand, ,, campaign, drama, turned, big, ,, messy","used, the, of, and, to, a, and, then, a, But, all, that, has, into, a, show","Donald, J, Trump, deftly, used, the, blending, of, news, and, entertainment, to, build, a, brand, ,, and, then, a, campaign, But, all, that, drama, has, turned, into, a, big, ,, messy, show","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.083, 'neu': 0.825, 'pos': 0.092, 'compound': 0.0772}]",neu,0.0,0.0772
trump,2016-10-09,Donald Trump’s Long Record of Degrading Women,"The candidate has a history of insulting or unwelcome conduct that goes back several decades, The New York Times has found.",Donald Trump’s Long Record of Degrading Women,"The candidate has a history of insulting or unwelcome conduct that goes back several decades, The New York Times has found","Donald, Trump, Long, Record, Degrading, Women","’s, of","Donald, Trump, ’s, Long, Record, of, Degrading, Women","candidate, history, insulting, unwelcome, conduct, goes, decades, ,, New, York, Times, found","The, has, a, of, or, that, back, several, The, has","The, candidate, has, a, history, of, insulting, or, unwelcome, conduct, that, goes, back, several, decades, ,, The, New, York, Times, has, found","[{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.5859}]",neu,"[{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.7096}]",neu,-0.5859,-0.7096
trump,2016-10-10,Donald Trump Goes Low,"Sniffing and glowering, Donald Trump prowled behind Hillary Clinton. Once again, she was the only adult on the stage.",Donald Trump Goes Low,"Sniffing and glowering, Donald Trump prowled behind Hillary Clinton Once again, she was the only adult on the stage","Donald, Trump, Goes, Low",,"Donald, Trump, Goes, Low","Sniffing, glowering, ,, Donald, Trump, prowled, Hillary, Clinton, ,, adult, stage","and, behind, Once, again, she, was, the, only, on, the","Sniffing, and, glowering, ,, Donald, Trump, prowled, behind, Hillary, Clinton, Once, again, ,, she, was, the, only, adult, on, the, stage","[{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.2732,0.0
trump,2016-10-10,"Donald Trump, Barbarian at the Debate",We have to stop grading this man on a curve.,"Donald Trump, Barbarian at the Debate",We have to stop grading this man on a curve,"Donald, Trump, ,, Barbarian, Debate","at, the","Donald, Trump, ,, Barbarian, at, the, Debate","stop, grading, man, curve","We, have, to, this, on, a","We, have, to, stop, grading, this, man, on, a, curve","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}]",neu,0.0,-0.296
trump,2016-10-10,"Trump, the Next Big Short","For years, business has wanted someone with corporate experience in the White House. Suddenly, that prospect doesn’t seem so appealing.","Trump, the Next Big Short","For years, business has wanted someone with corporate experience in the White House Suddenly, that prospect doesn’t seem so appealing","Trump, ,, Big, Short","the, Next","Trump, ,, the, Next, Big, Short","years, ,, business, wanted, corporate, experience, White, House, Suddenly, ,, prospect, appealing","For, has, someone, with, in, the, that, does, n’t, seem, so","For, years, ,, business, has, wanted, someone, with, corporate, experience, in, the, White, House, Suddenly, ,, that, prospect, does, n’t, seem, so, appealing","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}]",neu,0.0,0.296
trump,2016-10-10,"Trump’s Second Debate, in Brief",He just lies. Relentlessly.,"Trump’s Second Debate, in Brief",He just lies Relentlessly,"Trump, Second, Debate, ,, Brief","’s, in","Trump, ’s, Second, Debate, ,, in, Brief","lies, Relentlessly","He, just","He, just, lies, Relentlessly","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.483, 'neu': 0.517, 'pos': 0.0, 'compound': -0.4215}]",neu,0.0,-0.4215
trump,2016-10-10,A Partisan Crowd Watches the Debate at the New Trump Hotel,"Sunday’s debate drew a crowd to the bar of the month-old Trump International Hotel in Washington, where the TVs were turned to Fox and free wine was flowing.",A Partisan Crowd Watches the Debate at the New Trump Hotel,"Sunday’s debate drew a crowd to the bar of the month-old Trump International Hotel in Washington, where the TVs were turned to Fox and free wine was flowing","Partisan, Crowd, Watches, Debate, New, Trump, Hotel","A, the, at, the","A, Partisan, Crowd, Watches, the, Debate, at, the, New, Trump, Hotel","Sunday, debate, drew, crowd, bar, month, -, old, Trump, International, Hotel, Washington, ,, TVs, turned, Fox, free, wine, flowing","’s, a, to, the, of, the, in, where, the, were, to, and, was","Sunday, ’s, debate, drew, a, crowd, to, the, bar, of, the, month, -, old, Trump, International, Hotel, in, Washington, ,, where, the, TVs, were, turned, to, Fox, and, free, wine, was, flowing","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.5106}]",neu,0.0,0.5106
